sr_no,HostTimestamp,X_mg,Y_mg,Z_mg,X_dps,Y_dps,Z_dps,move_type
66,118190,-21.0,-51.0,1266.0,-6.0,-0.9,5.0,W
67,118250,87.0,-61.0,1371.0,-6.5,-5.1,12.7,W
68,118311,147.0,-71.0,1454.0,-15.9,4.2,14.6,W
69,118339,239.0,-150.0,1302.0,-38.9,6.0,31.7,W
70,118400,147.0,-307.0,961.0,-27.2,19.2,44.9,W
71,118461,89.0,-216.0,627.0,-3.9,20.5,68.7,W
72,118489,-50.0,-262.0,286.0,10.5,12.0,72.8,W
73,118551,-164.0,-129.0,85.0,54.9,20.8,59.1,W
74,118610,-148.0,530.0,301.0,70.5,25.4,20.0,W
75,118639,-185.0,482.0,412.0,79.2,10.2,1.9,W
76,118700,-152.0,782.0,892.0,84.0,-15.4,11.5,W
77,118760,-52.0,836.0,1372.0,84.0,-15.4,11.5,W
78,118789,-157.0,674.0,1645.0,25.7,-31.5,4.6,W
79,118850,-136.0,448.0,1624.0,-3.6,-32.5,-3.1,W
80,118911,-75.0,363.0,1662.0,-26.5,-27.3,-4.0,W
81,118940,36.0,216.0,1523.0,-64.9,-4.2,-3.9,W
82,119103,-29.0,116.0,1290.0,-78.9,14.5,1.1,W
83,119124,-54.0,-123.0,917.0,-76.6,16.5,1.0,W
84,119124,-81.0,-89.0,985.0,-76.6,16.5,1.0,W
85,119247,54.0,-354.0,765.0,-46.9,24.9,3.1,W
86,119248,-9.0,-182.0,775.0,-43.1,21.7,-6.0,W
87,119248,-66.0,-158.0,838.0,-43.1,21.7,-6.0,W
88,119300,-55.0,-426.0,562.0,-8.8,10.8,23.8,W
89,119360,-160.0,-85.0,591.0,37.8,19.1,9.9,W
90,119389,-101.0,-64.0,488.0,53.2,-2.4,24.0,W
91,119450,-70.0,117.0,498.0,74.7,-1.1,26.3,W
92,119511,-32.0,618.0,754.0,92.2,-0.2,15.8,W
93,119539,1.0,805.0,1044.0,80.5,6.8,10.2,W
94,119601,-265.0,555.0,1101.0,69.4,18.7,-5.0,W
95,119661,-286.0,537.0,1121.0,51.5,-15.6,5.0,W
96,119689,-43.0,409.0,1051.0,60.3,-28.4,9.7,W
97,119751,-280.0,700.0,1591.0,32.6,-6.3,-6.4,W
98,119812,-9.0,-151.0,744.0,-29.3,-31.5,17.9,W
99,119839,-36.0,167.0,910.0,25.2,2.1,1.8,W
100,119900,-148.0,736.0,1144.0,2.3,-2.7,5.9,W
101,119960,-67.0,205.0,761.0,5.3,3.8,1.7,W
102,119989,-126.0,640.0,1063.0,10.4,0.6,5.5,W
103,120050,-102.0,312.0,854.0,-9.2,-3.8,8.7,W
104,120110,-82.0,448.0,975.0,1.7,-2.5,2.4,W
105,120139,-58.0,359.0,920.0,-6.9,-1.8,2.7,W
106,120201,-80.0,376.0,936.0,1.0,-3.7,7.0,W
107,120261,-71.0,408.0,946.0,-2.0,-1.0,1.6,W
108,120289,-102.0,340.0,905.0,-0.2,-3.6,5.8,W
109,120350,-86.0,401.0,927.0,5.9,-3.1,1.0,W
110,120431,-59.0,427.0,944.0,0.2,-5.3,5.3,W
111,120439,-62.0,360.0,916.0,3.8,-3.6,3.9,W
112,120500,-46.0,437.0,944.0,3.0,-4.8,3.6,W
113,120560,-35.0,389.0,915.0,-0.7,-3.4,4.1,W
114,120589,-54.0,387.0,928.0,2.6,-2.5,4.2,W
115,120650,-34.0,404.0,931.0,0.8,-1.9,1.1,W
116,120711,-40.0,391.0,920.0,1.0,-2.6,5.1,W
117,120739,-52.0,410.0,942.0,0.0,-2.0,4.2,W
118,120801,-35.0,380.0,918.0,2.3,-2.1,4.2,W
119,120859,-49.0,405.0,935.0,1.5,-2.1,4.8,W
120,120889,-19.0,401.0,924.0,-0.6,-2.2,3.2,W
121,120949,-31.0,392.0,918.0,0.2,-2.1,4.3,W
122,121009,-32.0,401.0,926.0,2.1,-1.1,2.5,W
123,121039,-24.0,413.0,930.0,0.7,-1.6,3.2,W
124,121100,-18.0,396.0,924.0,0.8,0.0,2.3,W
125,121159,-33.0,400.0,927.0,1.8,0.0,2.8,W
126,121189,-39.0,418.0,935.0,0.8,0.3,1.2,W
127,121249,-26.0,381.0,916.0,0.2,-1.1,2.3,W
128,121311,-25.0,425.0,937.0,2.4,0.0,0.7,W
129,121339,-40.0,377.0,905.0,0.5,-0.6,1.9,W
130,121400,-40.0,431.0,946.0,2.3,-1.4,3.5,W
131,121460,-16.0,396.0,916.0,-0.6,-0.8,0.8,W
132,121490,-27.0,437.0,935.0,0.2,-1.1,3.2,W
133,121551,-32.0,385.0,911.0,-2.5,-0.8,2.6,W
134,121609,-26.0,410.0,948.0,-0.2,-2.3,4.1,W
135,121639,-16.0,398.0,931.0,-5.3,0.3,3.8,W
136,121700,-24.0,492.0,959.0,-5.4,3.8,1.8,W
137,121760,-32.0,443.0,890.0,-12.9,0.6,2.9,W
138,121789,-31.0,481.0,861.0,-4.6,-4.4,5.6,W
139,121851,-10.0,425.0,882.0,-14.1,-7.0,7.8,W
1,16105,220.0,-364.0,943.0,-6.5,-1.3,-2.3,W
2,16166,194.0,-434.0,950.0,6.0,11.1,-5.8,W
3,16195,277.0,-487.0,1066.0,24.1,25.3,-2.3,W
4,16256,295.0,-446.0,954.0,43.2,23.5,-7.8,W
5,16316,288.0,-343.0,566.0,70.7,2.7,9.2,W
6,16346,157.0,-115.0,201.0,154.1,-40.6,7.0,W
7,16405,347.0,104.0,421.0,229.1,-26.1,7.3,W
8,16466,439.0,266.0,940.0,199.9,-2.8,22.9,W
9,16495,321.0,410.0,869.0,144.6,-28.9,46.8,W
10,16556,175.0,409.0,1658.0,112.8,13.9,45.1,W
11,16616,155.0,541.0,965.0,-51.3,-39.5,4.9,W
12,16646,425.0,320.0,1983.0,-149.3,32.9,-5.3,W
13,16705,248.0,297.0,737.0,-151.3,69.0,-40.9,W
14,16766,177.0,330.0,1417.0,-282.1,61.4,-47.1,W
15,16795,362.0,-113.0,1590.0,-139.7,65.4,-42.4,W
16,16855,79.0,-114.0,728.0,-193.6,28.7,-21.4,W
17,16916,135.0,-343.0,1273.0,-137.4,43.2,-15.4,W
18,16945,91.0,-441.0,939.0,-137.4,43.2,-15.4,W
19,17006,-42.0,-534.0,663.0,-22.6,41.9,4.0,W
20,17066,69.0,-558.0,841.0,64.4,39.1,3.3,W
21,17095,162.0,-405.0,726.0,111.2,-20.0,29.5,W
22,17156,290.0,-280.0,573.0,129.9,-28.7,43.4,W
23,17216,140.0,-223.0,169.0,164.0,-37.4,35.0,W
24,17245,184.0,-104.0,534.0,164.0,-37.4,35.0,W
25,17306,-97.0,-42.0,81.0,218.8,-34.7,34.2,W
26,17366,462.0,547.0,860.0,200.7,-4.6,28.2,W
27,17395,-24.0,767.0,1085.0,200.7,-4.6,28.2,W
28,17456,236.0,719.0,1510.0,-14.1,-10.0,4.6,W
29,17516,144.0,460.0,1182.0,-62.9,-47.4,-3.0,W
30,17546,235.0,443.0,1026.0,-160.5,25.0,-44.9,W
31,17606,307.0,315.0,1485.0,-147.0,11.1,-13.5,W
32,17666,111.0,158.0,1497.0,-144.3,52.0,-18.9,W
33,17695,54.0,69.0,1518.0,-132.2,9.3,-21.1,W
34,17756,73.0,-63.0,1578.0,-118.0,45.9,-18.4,W
35,17816,217.0,-142.0,1207.0,-101.9,5.8,-12.7,W
36,17846,49.0,-274.0,857.0,-52.6,42.2,-4.0,W
37,17906,75.0,-268.0,826.0,45.3,53.4,-9.1,W
38,17966,195.0,-182.0,609.0,96.4,-22.7,17.7,W
39,17995,239.0,-109.0,1010.0,150.0,-5.7,33.5,W
40,18056,154.0,-47.0,634.0,156.3,-9.9,30.3,W
41,18116,204.0,-54.0,368.0,154.0,-26.5,21.9,W
42,18145,51.0,-2.0,45.0,154.0,-26.5,21.9,W
43,18206,259.0,422.0,851.0,152.1,4.9,24.5,W
44,18265,164.0,680.0,1240.0,87.0,-14.5,29.5,W
45,18295,268.0,732.0,1491.0,87.0,-14.5,29.5,W
46,18356,152.0,527.0,1345.0,-114.7,-12.8,29.3,W
47,18415,37.0,467.0,1213.0,-174.7,35.9,1.0,W
48,18445,204.0,184.0,1475.0,-145.9,77.4,-17.9,W
49,18525,208.0,33.0,1367.0,-121.6,26.9,-21.3,W
50,18565,132.0,-50.0,1343.0,-126.9,19.3,-17.0,W
51,18595,155.0,-139.0,1125.0,-93.7,33.5,-22.8,W
52,18655,60.0,-212.0,964.0,-78.1,10.2,-8.3,W
53,18715,67.0,-268.0,989.0,-43.6,31.4,-6.5,W
54,18745,70.0,-306.0,904.0,-18.9,5.8,-2.7,W
55,18806,86.0,-297.0,735.0,24.2,20.8,4.7,W
56,18866,71.0,-236.0,708.0,69.6,-3.5,12.7,W
57,18895,75.0,-162.0,666.0,121.9,0.9,9.4,W
58,18955,51.0,-36.0,644.0,130.1,-36.2,29.4,W
59,19015,201.0,72.0,626.0,149.1,-16.5,10.8,W
60,19045,93.0,160.0,733.0,125.4,-13.3,19.1,W
61,19105,168.0,431.0,1218.0,97.4,24.2,10.2,W
62,19165,93.0,593.0,1152.0,28.9,21.6,14.7,W
63,19195,63.0,529.0,1324.0,-4.0,-5.9,21.2,W
64,19255,-1.0,381.0,1070.0,-23.7,-17.4,12.3,W
65,19318,80.0,363.0,1033.0,-26.4,-16.7,10.8,W
66,19345,113.0,332.0,1055.0,-22.5,-8.3,1.8,W
67,19405,131.0,298.0,976.0,-19.7,-8.4,0.1,W
68,19466,98.0,250.0,1018.0,-21.0,-3.1,-5.4,W
69,19495,207.0,240.0,958.0,-20.1,2.1,-7.6,W
70,19555,180.0,228.0,981.0,-19.8,1.8,-3.5,W
71,19616,176.0,199.0,1007.0,-24.2,-2.0,-2.8,W
72,19645,137.0,176.0,927.0,-30.8,-5.6,-3.4,W
73,19706,201.0,153.0,880.0,-16.8,-6.5,3.0,W
74,19765,143.0,142.0,923.0,-8.4,-8.8,5.2,W
75,19795,158.0,150.0,938.0,-1.4,-2.5,2.6,W
1,151010,140.0,-162.0,1201.0,-4.6,7.5,0.7,W
2,151039,196.0,-125.0,1303.0,-8.8,16.4,7.5,W
3,151101,198.0,-164.0,1275.0,-25.1,31.2,16.5,W
4,151160,134.0,-168.0,1058.0,-23.5,42.8,24.7,W
5,151190,26.0,-279.0,699.0,-54.6,24.5,45.7,W
6,151251,-13.0,-496.0,413.0,-8.0,21.4,35.1,W
7,151311,-72.0,-43.0,505.0,24.9,5.8,43.4,W
8,151339,-71.0,-23.0,514.0,45.5,-6.2,34.0,W
9,151402,-86.0,99.0,599.0,67.8,-14.9,21.7,W
10,151461,-64.0,611.0,1003.0,57.4,-34.5,27.0,W
11,151489,9.0,582.0,1212.0,47.1,-27.9,4.4,W
12,151550,-40.0,507.0,1268.0,28.4,-25.4,-5.3,W
13,151611,32.0,264.0,1119.0,20.9,-26.3,-3.4,W
14,151639,32.0,322.0,1268.0,18.0,-15.4,-5.9,W
15,151700,69.0,223.0,1390.0,-1.5,0.9,-8.5,W
16,151760,58.0,100.0,1467.0,-24.5,3.9,3.9,W
17,151789,13.0,-94.0,1305.0,-42.2,15.1,-3.7,W
18,151850,77.0,28.0,1178.0,-53.4,7.7,8.1,W
19,151911,74.0,-167.0,1010.0,-61.6,22.5,5.5,W
20,151939,8.0,-255.0,916.0,-43.3,31.5,2.1,W
21,152001,23.0,-240.0,927.0,-58.7,12.8,27.2,W
22,152061,53.0,-273.0,896.0,-39.4,15.4,27.3,W
23,152089,-3.0,-144.0,838.0,-35.4,15.4,26.8,W
24,152150,-132.0,-463.0,610.0,-17.3,16.9,21.7,W
25,152211,-128.0,-165.0,606.0,27.5,0.2,12.7,W
26,152239,-79.0,-84.0,578.0,34.8,-11.7,19.7,W
27,152301,-223.0,126.0,618.0,79.3,-18.9,16.2,W
28,152360,-79.0,136.0,692.0,59.6,-32.6,18.6,W
29,152389,-44.0,454.0,994.0,73.1,-24.8,3.5,W
30,152450,81.0,675.0,1284.0,77.3,-38.3,4.6,W
31,152511,82.0,369.0,1173.0,47.6,-17.2,1.4,W
32,152539,31.0,234.0,1099.0,36.4,-10.1,-0.2,W
33,152601,85.0,269.0,1113.0,34.3,7.6,-6.7,W
34,152661,42.0,411.0,1215.0,17.6,5.6,10.8,W
35,152689,42.0,411.0,1215.0,8.6,17.3,5.1,W
36,152750,-5.0,232.0,866.0,14.2,21.9,4.9,W
37,152811,-33.0,288.0,958.0,18.7,12.7,8.2,W
38,152839,-45.0,463.0,1068.0,20.2,6.0,10.9,W
39,152900,-49.0,373.0,975.0,2.5,7.7,4.0,W
40,152961,-72.0,278.0,903.0,-0.3,-8.1,13.0,W
41,152989,-13.0,335.0,947.0,7.7,-10.7,12.0,W
42,153051,13.0,312.0,959.0,3.8,-8.6,8.4,W
43,153110,52.0,272.0,895.0,8.6,0.4,2.1,W
44,153139,21.0,472.0,1026.0,14.2,5.8,1.8,W
45,153201,-2.0,348.0,907.0,-5.6,0.3,5.8,W
46,153261,9.0,395.0,963.0,2.1,0.3,6.2,W
47,153289,-3.0,401.0,984.0,-4.8,4.2,2.1,W
48,153351,64.0,258.0,906.0,-4.0,-2.1,8.6,W
49,153411,13.0,452.0,1035.0,9.7,3.9,5.8,W
50,153439,-61.0,325.0,907.0,-12.1,3.9,7.7,W
51,153501,-19.0,352.0,949.0,2.1,-0.3,4.1,W
52,153562,-12.0,304.0,910.0,-7.9,-5.0,7.3,W
53,153589,-4.0,340.0,944.0,2.1,-5.0,3.0,W
54,153650,34.0,369.0,967.0,-2.9,-4.1,1.5,W
55,153711,40.0,315.0,919.0,-1.6,-2.4,1.9,W
56,153739,50.0,362.0,958.0,2.1,1.4,1.7,W
57,153801,8.0,324.0,929.0,0.7,1.4,3.0,W
58,153860,5.0,368.0,964.0,1.9,-0.3,1.6,W
59,153890,5.0,368.0,964.0,-0.9,-0.3,2.3,W
60,153950,-3.0,360.0,960.0,2.3,0.7,0.0,W
61,154010,7.0,336.0,944.0,-1.8,-5.9,3.0,W
62,154039,50.0,335.0,940.0,1.4,-0.9,0.9,W
63,154100,53.0,348.0,958.0,-0.9,0.7,0.5,W
64,154161,42.0,334.0,939.0,0.2,1.2,2.8,W
65,154192,9.0,367.0,965.0,0.5,4.7,0.9,W
66,154250,2.0,351.0,941.0,-1.4,2.2,2.4,W
67,154310,-3.0,375.0,967.0,-1.4,1.5,0.7,W
68,154339,14.0,330.0,945.0,-3.9,-0.6,1.8,W
69,154401,28.0,348.0,962.0,-0.7,-0.4,1.8,W
70,154461,17.0,313.0,941.0,-0.5,2.2,1.8,W
71,154489,-9.0,351.0,966.0,0.0,1.4,2.8,W
72,154550,-5.0,323.0,946.0,1.2,0.4,0.7,W
73,154610,2.0,344.0,962.0,1.0,-1.1,2.4,W
74,154639,-5.0,337.0,958.0,1.2,-0.5,1.8,W
75,154701,14.0,342.0,952.0,0.3,0.0,1.7,W
76,154761,9.0,337.0,954.0,0.8,1.3,1.6,W
77,154789,-6.0,327.0,953.0,-0.3,0.0,2.4,W
78,154850,6.0,343.0,953.0,0.0,1.1,1.1,W
79,154910,0.0,331.0,948.0,1.7,1.6,1.3,W
80,154939,-4.0,345.0,961.0,0.3,0.3,1.6,W
81,155002,-5.0,345.0,950.0,1.6,-1.1,3.5,W
82,155060,3.0,333.0,945.0,0.2,-1.0,3.5,W
83,155089,-8.0,338.0,956.0,0.4,-0.2,2.6,W
84,155150,-8.0,338.0,956.0,0.4,-1.5,2.9,W
85,155210,-11.0,349.0,959.0,-2.1,-1.1,3.5,W
86,155239,18.0,337.0,941.0,-2.5,-1.5,2.8,W
87,155301,1.0,340.0,947.0,-1.6,0.7,3.2,W
88,155360,-4.0,323.0,951.0,-2.3,0.4,3.2,W
89,155390,0.0,355.0,966.0,-0.4,0.4,3.5,W
0,41855,297.0,-66.0,559.0,275.1,-24.7,47.9,W
1,41905,76.0,25.0,1259.0,216.5,-23.3,74.9,W
2,41935,0.0,84.0,1203.0,101.9,-35.1,43.5,W
3,41995,-86.0,340.0,1020.0,28.0,-29.3,33.8,W
4,42055,-66.0,128.0,1516.0,-28.6,-1.7,10.5,W
5,42085,45.0,201.0,927.0,-77.8,-32.5,-12.8,W
6,42145,70.0,102.0,1545.0,-116.9,-14.4,-32.4,W
7,42205,25.0,31.0,1411.0,-158.7,4.0,-39.8,W
8,42235,-4.0,-147.0,1667.0,-180.1,24.2,-34.1,W
9,42295,269.0,-270.0,1298.0,-146.0,48.6,-27.3,W
10,42355,60.0,-378.0,1201.0,-159.8,0.9,-16.8,W
11,42385,244.0,-531.0,895.0,-81.4,53.9,-21.0,W
12,42445,114.0,-632.0,781.0,-47.6,78.2,-8.4,W
13,42505,125.0,-650.0,950.0,3.3,101.1,-5.6,W
14,42535,67.0,-660.0,761.0,27.0,44.3,4.6,W
15,42595,201.0,-540.0,413.0,88.2,37.1,22.3,W
16,42655,157.0,-364.0,348.0,171.5,-27.4,60.1,W
17,42685,203.0,-156.0,-69.0,223.3,-33.2,62.6,W
18,42745,-153.0,-105.0,753.0,255.1,-35.7,92.5,W
19,42806,-104.0,169.0,505.0,187.3,-11.5,50.4,W
20,42835,128.0,408.0,1156.0,140.2,-26.1,57.8,W
21,42895,48.0,496.0,943.0,39.5,-38.9,23.5,W
22,42955,60.0,419.0,1729.0,-41.2,-52.8,40.2,W
23,42985,-29.0,275.0,1206.0,-86.3,-33.7,-23.3,W
24,43045,80.0,270.0,1693.0,-140.7,-34.0,-21.0,W
25,43106,252.0,76.0,1499.0,-131.6,4.0,-34.0,W
26,43135,45.0,61.0,1595.0,-133.7,26.1,-18.4,W
27,43195,23.0,-53.0,1728.0,-119.0,33.5,-14.0,W
28,43255,117.0,-196.0,1512.0,-106.1,30.3,-16.0,W
29,43285,62.0,-290.0,1233.0,-87.0,40.7,-12.0,W
30,43346,208.0,-387.0,662.0,11.4,44.1,-0.7,W
31,43405,134.0,-390.0,639.0,89.0,38.3,24.4,W
32,43435,174.0,-308.0,589.0,116.9,43.5,37.8,W
33,43495,227.0,-161.0,342.0,148.6,-10.7,51.5,W
34,43582,127.0,1.0,356.0,213.3,-20.0,64.6,W
35,43592,254.0,69.0,471.0,220.2,-34.4,77.2,W
36,43645,-196.0,244.0,730.0,143.5,-18.6,64.6,W
37,43705,15.0,498.0,704.0,-6.3,13.1,10.0,W
38,43734,64.0,546.0,1404.0,-57.0,1.7,7.2,W
39,43795,-381.0,491.0,745.0,-146.2,1.6,-21.0,W
40,43855,-24.0,326.0,1578.0,-170.5,-12.5,-43.3,W
41,43884,-53.0,181.0,1472.0,-102.4,41.0,-19.8,W
42,43946,-176.0,100.0,1396.0,-121.2,-8.6,-22.9,W
43,44005,-165.0,16.0,1605.0,-92.9,2.2,-28.9,W
44,44034,-48.0,3.0,1361.0,-72.5,-5.6,-32.3,W
45,44095,30.0,-73.0,1118.0,-35.4,-0.1,-15.8,W
46,44155,115.0,-120.0,783.0,39.9,9.2,7.9,W
47,44184,115.0,-120.0,783.0,99.1,21.4,25.8,W
48,44245,4.0,-178.0,831.0,135.8,26.6,38.2,W
49,44305,57.0,-80.0,701.0,87.1,-10.9,16.9,W
50,44335,155.0,-5.0,680.0,61.8,13.2,-1.2,W
51,44395,182.0,-70.0,519.0,75.8,6.5,8.1,W
52,44455,47.0,-66.0,260.0,95.2,6.3,19.0,W
53,44485,9.0,229.0,457.0,104.5,10.0,37.1,W
54,44545,-343.0,534.0,1009.0,26.3,7.6,21.3,W
55,44605,-37.0,651.0,1293.0,-44.0,19.1,-15.2,W
56,44635,-368.0,576.0,1553.0,-170.1,57.4,-28.9,W
57,44695,-16.0,424.0,1721.0,-128.3,-9.7,-30.9,W
58,44755,-125.0,214.0,1366.0,-184.5,-65.1,-40.6,W
59,44785,-41.0,-1.0,1173.0,-125.5,-31.1,-37.4,W
60,44845,-41.0,-97.0,1149.0,-94.1,-17.8,-25.6,W
61,44905,82.0,-172.0,1146.0,-63.1,-8.1,-16.4,W
62,44935,27.0,-229.0,1006.0,-50.2,-13.3,-6.5,W
63,44995,32.0,-269.0,1022.0,-30.3,-2.6,-6.0,W
64,45055,36.0,-279.0,903.0,-23.5,9.2,-6.7,W
65,45084,36.0,-269.0,867.0,9.3,17.6,-0.9,W
66,45145,27.0,-263.0,703.0,13.0,9.2,-2.5,W
67,45204,40.0,-234.0,735.0,30.5,20.4,-0.4,W
68,45234,42.0,-218.0,740.0,21.2,10.2,-3.9,W
69,45295,65.0,-205.0,819.0,29.0,12.7,1.5,W
70,45355,5.0,-213.0,899.0,19.5,4.9,7.9,W
71,45385,-23.0,-204.0,958.0,26.0,4.4,11.1,W
72,45445,-52.0,-196.0,1052.0,17.9,-6.0,9.2,W
73,45505,-10.0,-170.0,1068.0,12.1,-2.7,6.3,W
74,45535,-40.0,-173.0,1042.0,8.1,-3.4,6.7,W
1,184911,88.0,-81.0,999.0,-11.6,1.8,-5.8,W
2,184939,52.0,-73.0,1017.0,-8.6,5.1,-9.3,W
3,185031,18.0,-153.0,1026.0,-10.0,4.7,-7.7,W
4,185060,61.0,-244.0,1078.0,-2.1,2.5,-3.4,W
5,185089,80.0,-377.0,1195.0,-9.3,7.0,-5.3,W
6,185150,85.0,-367.0,1351.0,-12.4,15.6,3.9,W
7,185211,101.0,-290.0,1369.0,-27.7,16.2,23.0,W
8,185240,101.0,-290.0,1369.0,-36.7,22.4,43.1,W
9,185302,-83.0,-359.0,792.0,-34.3,32.2,37.8,W
10,185361,142.0,-547.0,459.0,-20.3,14.7,40.0,W
11,185389,-18.0,-61.0,510.0,10.2,27.5,43.3,W
12,185450,-8.0,120.0,516.0,14.1,14.5,28.4,W
13,185511,-105.0,-25.0,371.0,58.5,7.4,38.9,W
14,185539,-128.0,448.0,749.0,81.9,-41.2,41.2,W
15,185601,-155.0,315.0,965.0,74.7,-35.7,24.7,W
16,185661,-282.0,401.0,1210.0,52.9,-26.3,-7.3,W
17,185689,-121.0,408.0,1342.0,55.0,-43.6,-10.6,W
18,185750,-147.0,272.0,1337.0,33.0,-26.0,-12.0,W
19,185811,-2.0,215.0,1370.0,16.5,-12.1,-29.4,W
20,185839,54.0,117.0,1282.0,2.1,-8.0,-9.0,W
21,185900,56.0,172.0,1231.0,-15.8,0.9,-7.7,W
22,185961,-47.0,232.0,1287.0,-26.5,14.7,-10.5,W
23,185990,13.0,10.0,1218.0,-39.4,6.7,-2.7,W
24,186051,76.0,-144.0,1130.0,-38.9,7.8,-0.5,W
25,186111,-15.0,-195.0,1075.0,-44.1,10.5,11.6,W
26,186139,81.0,-354.0,1014.0,-35.3,20.2,16.4,W
27,186200,-17.0,-215.0,997.0,-27.3,24.2,29.4,W
28,186261,-6.0,-275.0,886.0,-35.6,17.5,30.6,W
29,186289,-90.0,-124.0,823.0,-11.0,23.3,26.3,W
30,186350,-115.0,-226.0,651.0,-1.8,19.1,21.2,W
31,186412,-237.0,-177.0,576.0,5.8,9.4,20.5,W
32,186442,-198.0,-62.0,621.0,29.3,-14.0,21.0,W
33,186500,-267.0,112.0,795.0,75.1,-27.1,22.5,W
34,186560,-122.0,148.0,746.0,67.3,-16.9,8.6,W
35,186589,-33.0,363.0,939.0,76.0,-35.2,2.3,W
36,186651,54.0,558.0,1227.0,80.7,13.0,-17.1,W
37,186711,-78.0,464.0,1280.0,46.5,11.1,6.0,W
38,186739,-122.0,193.0,1040.0,12.5,18.1,-0.9,W
39,186801,-213.0,253.0,1028.0,18.1,12.2,-0.2,W
40,186861,-189.0,350.0,1124.0,19.8,-8.8,14.2,W
41,186889,-120.0,304.0,1031.0,1.1,-7.9,6.6,W
42,186950,-80.0,239.0,893.0,6.6,-7.0,10.2,W
43,187011,-84.0,297.0,955.0,13.8,-3.0,11.3,W
44,187039,-125.0,376.0,1019.0,5.7,-1.6,10.9,W
45,187100,-92.0,304.0,962.0,6.5,0.2,2.3,W
46,187161,-124.0,307.0,988.0,6.9,1.3,0.4,W
47,187189,-112.0,345.0,989.0,-4.4,-7.2,8.4,W
48,187250,-25.0,303.0,926.0,3.9,-6.0,5.8,W
49,187310,-41.0,355.0,982.0,2.0,-4.1,2.8,W
50,187340,-43.0,288.0,941.0,-1.0,-1.8,3.0,W
51,187401,-66.0,353.0,997.0,2.6,3.8,-0.4,W
52,187461,-65.0,281.0,931.0,-6.3,-4.3,6.9,W
53,187489,-90.0,340.0,990.0,1.3,2.8,0.9,W
54,187550,-77.0,268.0,935.0,-1.3,-4.1,4.5,W
55,187611,-51.0,291.0,954.0,5.7,-2.1,2.1,W
56,187639,-33.0,323.0,977.0,-0.4,-4.3,3.9,W
57,187701,-48.0,292.0,949.0,3.7,-1.3,4.6,W
58,187729,-61.0,338.0,973.0,1.4,1.3,2.3,W
59,187790,-78.0,303.0,951.0,0.4,-0.3,1.0,W
60,187857,-72.0,320.0,969.0,2.2,-5.6,3.9,W
61,187880,-40.0,312.0,958.0,1.0,-2.8,0.9,W
62,187940,-61.0,301.0,954.0,2.2,-3.1,3.3,W
63,188001,-59.0,320.0,953.0,4.8,1.4,-1.4,W
64,188032,-44.0,344.0,964.0,1.8,-2.9,-0.1,W
65,188091,-28.0,323.0,948.0,2.5,-0.9,1.5,W
66,188151,-52.0,338.0,959.0,1.4,-0.3,1.8,W
67,188180,-51.0,331.0,958.0,0.7,0.4,-0.2,W
68,188241,-36.0,332.0,957.0,0.6,0.3,1.3,W
69,188301,-73.0,335.0,958.0,1.2,2.2,0.0,W
70,188329,-62.0,336.0,959.0,-0.5,-1.8,0.7,W
71,188390,-47.0,316.0,952.0,-0.4,-0.9,1.6,W
72,188451,-59.0,324.0,957.0,-0.3,-1.5,1.7,W
73,188480,-32.0,310.0,947.0,0.4,0.7,0.2,W
74,188539,-47.0,320.0,955.0,2.2,0.7,2.2,W
75,188601,-61.0,325.0,953.0,-0.6,0.5,1.8,W
76,188630,-60.0,327.0,954.0,0.5,-1.7,2.3,W
77,188690,-55.0,322.0,952.0,1.7,-0.2,1.6,W
78,188751,-47.0,325.0,954.0,1.0,0.0,1.3,W
79,188780,-38.0,340.0,954.0,3.2,3.1,-0.5,W
80,188840,-85.0,340.0,955.0,1.0,3.3,2.3,W
81,188899,-95.0,311.0,943.0,-0.3,-3.7,3.0,W
82,188930,-35.0,331.0,956.0,-0.4,-4.5,1.8,W
83,188990,-28.0,331.0,962.0,1.1,-1.0,1.9,W
84,189146,-54.0,340.0,962.0,-0.8,-0.4,1.4,W
85,189168,-60.0,346.0,965.0,-1.9,-1.3,2.2,W
86,189168,-60.0,346.0,965.0,-0.1,0.4,1.1,W
1,68305,-83.0,-684.0,1036.0,6.9,14.9,16.1,W
2,68335,26.0,-530.0,520.0,49.9,13.2,54.9,W
3,68395,4.0,-390.0,483.0,108.8,-1.3,73.5,W
4,68455,90.0,-38.0,110.0,166.8,-61.8,98.5,W
5,68485,-28.0,99.0,649.0,187.8,-57.9,77.3,W
6,68545,-61.0,217.0,782.0,140.3,-45.5,48.0,W
7,68605,17.0,279.0,1084.0,92.4,-23.5,31.4,W
8,68634,55.0,276.0,798.0,30.1,-55.0,27.2,W
9,68695,129.0,277.0,1023.0,3.0,-51.3,12.7,W
10,68755,-79.0,353.0,897.0,-25.8,-62.3,24.5,W
11,68784,220.0,330.0,1473.0,-104.4,-31.2,-7.9,W
12,68845,229.0,121.0,1357.0,-120.3,-50.7,-22.0,W
13,68905,40.0,116.0,1259.0,-215.0,-35.2,-23.0,W
14,68935,249.0,-99.0,1632.0,-220.3,33.6,-11.1,W
15,68995,-30.0,-260.0,1357.0,-220.6,65.5,-18.4,W
16,69055,61.0,-477.0,1154.0,-174.0,30.1,-19.4,W
17,69085,55.0,-587.0,909.0,-130.1,62.5,-0.3,W
18,69145,64.0,-677.0,569.0,-56.3,40.3,8.2,W
