sr_no,HostTimestamp,X_mg,Y_mg,Z_mg,X_dps,Y_dps,Z_dps,move_type
21,1631441,-168.0,-1033.0,-346.0,-46.6,17.0,-9.1,U
22,1631470,19.0,-916.0,-324.0,-31.4,5.6,-29.6,U
23,1631531,38.0,-878.0,-331.0,-35.7,13.0,-5.8,U
24,1631591,44.0,-836.0,-399.0,-28.7,14.4,-9.8,U
25,1631621,-6.0,-840.0,-384.0,-25.7,10.4,1.7,U
26,1631680,-6.0,-809.0,-394.0,-17.1,8.1,1.8,U
27,1631740,7.0,-722.0,-371.0,-12.0,3.5,2.5,U
28,1631770,79.0,-680.0,-345.0,-7.7,4.6,7.2,U
29,1631831,14.0,-740.0,-389.0,-4.9,-5.3,13.3,U
30,1631891,-92.0,-832.0,-475.0,-4.9,-6.7,15.4,U
31,1631921,-93.0,-894.0,-453.0,7.7,-10.1,9.5,U
32,1631980,-93.0,-890.0,-488.0,4.9,-3.9,0.1,U
33,1632041,-41.0,-890.0,-472.0,6.5,0.0,-0.1,U
34,1632070,-39.0,-919.0,-411.0,7.0,0.6,-2.8,U
35,1632131,-50.0,-919.0,-425.0,-2.1,2.3,2.7,U
36,1632191,-43.0,-924.0,-409.0,-1.2,0.7,-0.2,U
37,1632220,-22.0,-925.0,-394.0,-0.3,2.9,-0.2,U
38,1632280,-50.0,-929.0,-440.0,-6.0,3.9,3.5,U
39,1632340,-41.0,-902.0,-448.0,-2.9,2.2,0.9,U
40,1632370,-26.0,-903.0,-434.0,10.9,3.5,2.9,U
41,1632431,-2.0,-899.0,-390.0,5.8,-2.5,-2.1,U
42,1632491,-59.0,-899.0,-413.0,-3.8,1.4,6.5,U
43,1632520,-63.0,-905.0,-432.0,3.2,3.1,2.5,U
44,1632581,-64.0,-919.0,-372.0,3.0,3.4,2.6,U
45,1632641,-91.0,-920.0,-442.0,0.5,3.1,2.2,U
46,1632670,-58.0,-927.0,-354.0,4.2,7.2,2.1,U
47,1632731,-52.0,-917.0,-402.0,9.6,1.1,-3.7,U
1,1046149,-27.0,-165.0,957.0,20.5,-20.3,-8.6,U
2,1046211,17.0,-163.0,753.0,0.5,3.8,6.7,U
3,1046269,-27.0,-158.0,846.0,20.3,2.8,15.8,U
4,1046330,27.0,-118.0,1041.0,8.1,-2.4,14.2,U
5,1046359,-55.0,-160.0,889.0,-4.2,24.1,23.1,U
6,1046420,-130.0,-179.0,1018.0,11.8,7.7,19.6,U
7,1046449,-59.0,-156.0,1008.0,4.2,-6.0,14.7,U
8,1046510,-174.0,-187.0,893.0,4.5,-2.0,25.0,U
9,1046570,-141.0,-184.0,896.0,2.8,-17.6,23.6,U
10,1046598,-161.0,-178.0,855.0,2.8,-17.6,23.6,U
11,1046659,-145.0,-170.0,966.0,7.7,-19.1,15.9,U
12,1046750,-80.0,-166.0,839.0,7.7,-19.1,15.9,U
13,1046772,-72.0,-149.0,957.0,16.0,-19.6,18.7,U
14,1046809,-97.0,-142.0,984.0,1.4,-4.8,13.0,U
15,1046869,-52.0,-151.0,949.0,4.6,-5.6,8.8,U
16,1046898,-54.0,-146.0,961.0,13.3,-8.9,8.8,U
17,1046959,-38.0,-131.0,1025.0,11.8,-3.4,4.5,U
18,1047019,-54.0,-124.0,1006.0,9.6,-2.8,4.9,U
19,1047049,-41.0,-105.0,1047.0,7.0,-2.5,1.8,U
20,1047109,-56.0,-92.0,1046.0,2.5,1.7,-0.2,U
21,1047169,-47.0,-80.0,1055.0,0.2,-2.3,1.3,U
22,1047199,-66.0,-93.0,1035.0,-2.0,-3.7,1.1,U
23,1047260,-36.0,-87.0,1028.0,-3.0,0.2,1.7,U
24,1047320,-22.0,-95.0,1007.0,-4.2,-3.4,2.5,U
25,1047350,-1.0,-113.0,1009.0,-4.1,-2.1,3.2,U
26,1047410,-31.0,-126.0,950.0,-1.2,-2.3,6.1,U
27,1047470,-14.0,-125.0,1011.0,0.2,2.2,3.6,U
28,1047499,-26.0,-129.0,964.0,2.2,1.0,6.4,U
29,1047560,-43.0,-122.0,1003.0,7.7,1.0,7.4,U
30,1047621,-86.0,-113.0,1024.0,5.6,1.4,4.5,U
31,1047650,-43.0,-94.0,1024.0,5.3,1.4,1.7,U
32,1047710,-40.0,-89.0,1036.0,4.8,-1.3,2.7,U
33,1047770,-23.0,-79.0,1029.0,2.2,0.2,2.3,U
34,1047800,-37.0,-83.0,1018.0,1.2,0.4,4.2,U
35,1047860,-43.0,-85.0,1043.0,2.5,-1.2,4.5,U
36,1047920,-59.0,-92.0,996.0,0.0,1.8,5.4,U
37,1047949,-54.0,-88.0,1021.0,1.8,0.9,2.6,U
38,1048011,-41.0,-85.0,993.0,3.0,1.1,1.9,U
39,1048069,-48.0,-76.0,998.0,4.3,0.7,1.7,U
40,1048099,-35.0,-68.0,1007.0,2.8,1.8,1.8,U
41,1048159,-54.0,-77.0,942.0,1.7,3.5,3.1,U
42,1048220,-73.0,-86.0,916.0,5.4,0.0,4.3,U
43,1048249,-81.0,-64.0,917.0,11.9,-9.1,2.9,U
44,1048310,-72.0,-57.0,942.0,9.3,-16.0,2.7,U
45,1048370,-55.0,-28.0,877.0,3.1,-37.0,4.8,U
46,1048399,-50.0,-35.0,956.0,9.2,-34.0,3.6,U
47,1048460,-13.0,-48.0,815.0,2.9,-21.3,6.7,U
48,1048521,-11.0,-64.0,843.0,20.7,-20.7,0.1,U
49,1048550,11.0,-30.0,1053.0,23.2,-10.9,-11.1,U
0,1730990,-67.0,-1006.0,-20.0,3.2,0.5,-2.2,U
1,1731008,-164.0,-1133.0,-247.0,42.0,13.0,-7.9,U
2,1731068,-85.0,-1559.0,85.0,89.2,22.2,-28.0,U
3,1731128,-62.0,-1627.0,353.0,-8.7,27.5,17.7,U
4,1731158,-163.0,-1338.0,-20.0,-54.1,27.7,5.6,U
5,1731218,-9.0,-1217.0,388.0,-62.5,22.2,1.5,U
6,1731278,-15.0,-994.0,-26.0,-70.8,7.8,-25.7,U
7,1731308,161.0,-846.0,203.0,-70.4,-14.2,-24.0,U
8,1731368,35.0,-845.0,-124.0,-75.3,-3.5,-9.8,U
9,1731428,82.0,-838.0,-188.0,-45.6,-28.6,-26.8,U
10,1731458,22.0,-753.0,-156.0,-66.0,10.9,-0.4,U
11,1731518,19.0,-661.0,-259.0,-48.9,-0.6,-1.6,U
12,1731578,39.0,-690.0,-207.0,-21.4,-4.6,1.8,U
13,1731608,-108.0,-742.0,-300.0,-22.1,-9.8,2.1,U
14,1731668,26.0,-710.0,-244.0,-25.7,4.1,7.3,U
15,1731728,-25.0,-758.0,-351.0,-24.0,-4.2,8.9,U
16,1731757,-96.0,-827.0,-383.0,-9.9,-6.7,7.0,U
17,1731817,15.0,-854.0,-371.0,2.8,-7.3,2.1,U
18,1731878,-55.0,-911.0,-416.0,4.4,-0.9,4.2,U
19,1731907,-19.0,-953.0,-352.0,7.2,-2.5,3.5,U
20,1731968,-58.0,-976.0,-355.0,3.9,-0.1,-1.3,U
21,1732027,47.0,-941.0,-279.0,5.3,0.0,-3.2,U
22,1732057,-42.0,-954.0,-336.0,-2.8,-1.4,1.6,U
23,1732117,-4.0,-952.0,-303.0,-6.1,-0.3,3.4,U
24,1732177,-28.0,-967.0,-361.0,-3.8,3.1,1.2,U
25,1732207,2.0,-961.0,-340.0,2.7,6.8,-0.5,U
26,1732267,-40.0,-955.0,-351.0,2.5,7.0,3.2,U
27,1732327,34.0,-946.0,-304.0,3.0,0.4,1.7,U
28,1732357,-28.0,-954.0,-338.0,-1.6,6.5,2.4,U
29,1732417,-10.0,-957.0,-306.0,-1.6,6.5,0.4,U
30,1732478,19.0,-938.0,-319.0,-8.3,3.5,0.5,U
31,1732507,28.0,-941.0,-295.0,-1.3,3.7,1.2,U
32,1732567,-14.0,-949.0,-311.0,-3.1,-1.6,2.7,U
33,1732627,-14.0,-949.0,-311.0,-3.1,-1.6,2.7,U
34,1732657,-18.0,-942.0,-320.0,-2.5,2.6,2.0,U
35,1732717,-71.0,-968.0,-365.0,-1.8,1.9,3.4,U
36,1732778,8.0,-938.0,-337.0,3.0,-0.3,-2.5,U
37,1732807,18.0,-939.0,-315.0,-1.1,3.7,-0.2,U
38,1732867,-3.0,-948.0,-301.0,-3.1,1.1,1.8,U
39,1732928,-24.0,-954.0,-322.0,0.5,1.5,1.2,U
40,1732957,6.0,-924.0,-311.0,-2.3,2.8,4.9,U
41,1733017,1.0,-917.0,-291.0,5.6,-1.7,0.9,U
42,1733078,1.0,-902.0,-277.0,3.7,0.9,5.8,U
1,1081850,30.0,-108.0,979.0,10.4,-13.3,-5.0,U
2,1081910,14.0,-127.0,912.0,-2.1,7.8,-4.7,U
3,1081970,17.0,-143.0,849.0,-6.5,4.0,-0.3,U
4,1082000,12.0,-151.0,848.0,0.0,-7.5,2.0,U
5,1082060,-36.0,-170.0,847.0,12.8,-15.4,6.5,U
6,1082121,-4.0,-131.0,975.0,14.0,-15.9,1.0,U
7,1082149,4.0,-135.0,908.0,-2.2,3.5,-3.0,U
8,1082212,69.0,-118.0,931.0,4.3,0.0,-0.9,U
9,1082270,37.0,-109.0,1031.0,5.7,3.7,-1.4,U
10,1082299,60.0,-107.0,1007.0,4.5,4.7,-0.4,U
11,1082360,56.0,-96.0,1026.0,7.9,0.0,2.9,U
12,1082420,44.0,-93.0,1041.0,4.3,-4.4,4.6,U
13,1082449,35.0,-102.0,1028.0,1.6,0.0,3.5,U
14,1082510,40.0,-103.0,1007.0,-2.0,1.1,2.7,U
15,1082570,33.0,-107.0,1009.0,-2.7,1.0,2.6,U
16,1082599,38.0,-111.0,993.0,-1.9,0.2,2.8,U
17,1082661,25.0,-105.0,1015.0,2.2,-4.1,2.3,U
18,1082720,41.0,-101.0,1006.0,0.6,-3.8,2.1,U
19,1082749,41.0,-97.0,1023.0,-2.8,-1.4,0.9,U
20,1082811,65.0,-101.0,979.0,-1.9,-1.2,0.8,U
21,1082870,73.0,-103.0,986.0,0.4,-0.9,2.8,U
22,1082899,78.0,-109.0,1001.0,-1.4,2.5,3.8,U
23,1082960,54.0,-122.0,974.0,-0.8,3.5,5.5,U
24,1083020,54.0,-122.0,974.0,0.0,-3.2,5.7,U
25,1083052,46.0,-117.0,1011.0,0.5,0.7,2.7,U
26,1083110,38.0,-106.0,1036.0,1.6,-1.4,1.4,U
27,1083170,37.0,-107.0,1025.0,2.4,-0.9,0.5,U
28,1083199,41.0,-102.0,1021.0,-0.4,-2.1,0.4,U
29,1083260,60.0,-108.0,976.0,-3.0,-0.3,0.5,U
30,1083319,60.0,-108.0,976.0,0.4,-0.5,1.6,U
31,1083350,48.0,-114.0,990.0,-0.7,0.3,1.8,U
32,1083410,37.0,-113.0,1003.0,1.6,0.0,1.4,U
33,1083501,37.0,-106.0,1007.0,-0.6,1.9,0.7,U
34,1083520,44.0,-109.0,979.0,-0.8,1.5,1.6,U
35,1083590,39.0,-104.0,1019.0,0.0,0.5,2.1,U
36,1083619,22.0,-118.0,944.0,-1.1,1.8,2.8,U
37,1083651,37.0,-116.0,952.0,1.4,1.1,4.4,U
38,1083710,37.0,-116.0,952.0,0.7,1.9,6.6,U
39,1083771,6.0,-137.0,863.0,-2.2,6.8,10.1,U
40,1083799,-20.0,-136.0,848.0,5.3,5.8,14.5,U
41,1083860,-17.0,-122.0,883.0,-2.9,6.0,13.7,U
42,1083921,-1.0,-125.0,831.0,11.4,7.0,11.2,U
1,1779423,6.0,-1056.0,-73.0,13.5,-6.3,1.6,U
2,1779453,-35.0,-1066.0,-21.0,21.3,-3.8,4.4,U
3,1779544,24.0,-1038.0,-17.0,25.9,-2.5,4.1,U
4,1779575,10.0,-1059.0,81.0,18.2,-12.6,14.1,U
5,1779603,-80.0,-1031.0,74.0,4.3,3.0,11.6,U
6,1779663,-39.0,-1008.0,73.0,-11.9,-1.2,8.1,U
7,1779723,-46.0,-1023.0,45.0,-18.4,-1.4,5.8,U
8,1779753,-82.0,-1015.0,-18.0,-25.6,-4.2,4.4,U
9,1779813,-25.0,-1006.0,9.0,-18.3,-1.7,-6.5,U
10,1779873,-80.0,-1006.0,-44.0,-24.4,3.6,-1.6,U
11,1779903,-194.0,-1053.0,-88.0,-15.4,9.3,-6.2,U
12,1779963,-31.0,-1017.0,11.0,-7.0,7.9,-22.1,U
13,1780023,20.0,-958.0,-90.0,-7.0,7.9,-22.1,U
14,1780053,35.0,-971.0,-30.0,-10.6,-6.8,-13.0,U
15,1780113,59.0,-944.0,-132.0,-11.9,-3.0,1.4,U
16,1780173,-49.0,-1012.0,10.0,0.5,-2.8,6.4,U
17,1780203,37.0,-971.0,-100.0,11.2,-11.3,-0.4,U
18,1780263,-18.0,-989.0,-26.0,1.5,-27.3,-2.1,U
19,1780323,25.0,-987.0,-64.0,-5.0,-14.5,5.5,U
20,1780353,6.0,-1019.0,-56.0,-4.4,-10.8,-1.1,U
21,1780413,-56.0,-1048.0,-43.0,-8.2,-4.1,5.8,U
22,1780473,-51.0,-1088.0,-28.0,-12.3,10.1,3.0,U
23,1780503,69.0,-999.0,-94.0,-10.0,2.3,-7.4,U
24,1780563,-20.0,-1036.0,-38.0,-19.2,13.5,4.2,U
25,1780623,69.0,-1000.0,-87.0,-18.4,1.0,-2.1,U
26,1780653,-79.0,-1012.0,-175.0,-20.0,4.6,4.1,U
27,1780713,111.0,-939.0,-89.0,-11.0,-2.0,-7.9,U
28,1780773,12.0,-938.0,-187.0,-14.3,-8.4,-6.5,U
29,1780803,50.0,-968.0,-98.0,1.1,-5.1,-7.5,U
30,1780863,17.0,-955.0,-205.0,-1.3,4.9,10.6,U
31,1780924,-12.0,-997.0,-51.0,13.0,2.5,16.1,U
32,1780953,-24.0,-998.0,-52.0,0.8,2.6,9.1,U
33,1781013,-19.0,-989.0,-121.0,-4.9,0.4,3.3,U
34,1781073,-13.0,-1007.0,-93.0,-8.0,-1.8,3.3,U
35,1781103,-62.0,-1005.0,-147.0,-15.3,4.4,5.6,U
36,1781163,-72.0,-1003.0,-140.0,-13.5,0.0,-3.0,U
37,1781223,-44.0,-994.0,-120.0,-17.7,4.4,-3.9,U
38,1781253,-36.0,-961.0,-199.0,-18.9,6.0,-4.2,U
39,1781313,-29.0,-943.0,-185.0,-19.8,5.1,-4.0,U
40,1781373,-17.0,-917.0,-184.0,-14.9,13.3,-1.0,U
41,1781403,10.0,-910.0,-198.0,-7.4,7.2,-4.5,U
42,1781464,-24.0,-966.0,-177.0,-4.6,5.6,-3.0,U
43,1781523,53.0,-944.0,-147.0,-6.6,-1.8,-1.2,U
44,1781553,-55.0,-999.0,-192.0,-7.7,6.0,6.5,U
45,1781613,-55.0,-983.0,-177.0,-10.1,-0.7,2.3,U
46,1781682,-44.0,-952.0,-206.0,-10.1,-0.7,2.3,U
47,1781712,12.0,-924.0,-198.0,-4.5,0.7,-6.0,U
48,1781763,42.0,-911.0,-255.0,-7.3,3.6,1.8,U
49,1781823,5.0,-967.0,-252.0,-0.9,0.4,4.3,U
50,1781853,-34.0,-1031.0,-256.0,-2.2,1.4,8.1,U
51,1781943,-63.0,-1052.0,-240.0,-2.7,-0.3,0.5,U
52,1781973,-33.0,-1030.0,-258.0,-5.6,-2.8,-5.3,U
53,1782003,25.0,-979.0,-195.0,-5.2,4.0,-3.0,U
54,1782064,36.0,-932.0,-223.0,-9.8,1.2,0.1,U
55,1782123,42.0,-905.0,-215.0,-9.4,-2.9,3.9,U
56,1782153,-24.0,-918.0,-233.0,-8.8,-0.2,6.8,U
57,1782213,-26.0,-924.0,-269.0,-4.9,-3.3,4.5,U
58,1782273,-70.0,-953.0,-306.0,-3.9,-2.5,2.3,U
59,1782307,-43.0,-958.0,-275.0,-3.9,-2.5,2.3,U
60,1782363,-25.0,-959.0,-267.0,2.5,3.3,0.9,U
61,1782423,-37.0,-984.0,-221.0,4.1,1.1,-0.2,U
62,1782453,-8.0,-978.0,-223.0,0.8,1.1,0.0,U
63,1782513,-34.0,-980.0,-235.0,-1.2,2.5,1.1,U
64,1782573,-5.0,-972.0,-208.0,-2.1,3.2,0.7,U
65,1782602,15.0,-953.0,-216.0,-2.1,3.2,0.7,U
66,1782663,-5.0,-961.0,-246.0,-3.2,1.6,2.2,U
1,1108910,85.0,-87.0,1026.0,1.1,-1.6,0.0,U
2,1108945,113.0,-64.0,1150.0,-16.1,16.3,1.6,U
3,1109000,78.0,-104.0,1166.0,-18.9,19.6,-0.7,U
4,1109061,102.0,-122.0,1230.0,-22.9,14.9,-5.5,U
5,1109090,98.0,-134.0,1183.0,-21.4,16.9,-10.2,U
6,1109151,44.0,-162.0,1089.0,-10.2,-5.5,-5.3,U
7,1109211,9.0,-169.0,1107.0,12.1,-21.7,-6.9,U
8,1109241,36.0,-163.0,971.0,-14.0,2.9,-7.1,U
9,1109300,-6.0,-204.0,816.0,2.1,-18.7,-2.2,U
10,1109360,-35.0,-171.0,1002.0,7.5,0.8,-5.7,U
11,1109390,20.0,-185.0,886.0,-4.9,-4.4,-5.4,U
12,1109450,-6.0,-195.0,798.0,-0.4,1.0,-3.0,U
13,1109511,-21.0,-196.0,849.0,11.0,-7.0,-3.9,U
14,1109539,30.0,-167.0,778.0,14.7,-22.9,-0.2,U
15,1109599,81.0,-120.0,934.0,17.8,-10.5,-2.9,U
16,1109660,117.0,-115.0,913.0,6.0,2.4,0.6,U
17,1109690,142.0,-87.0,1003.0,10.5,2.1,1.7,U
18,1109750,95.0,-107.0,992.0,10.9,-3.9,4.2,U
19,1109811,72.0,-93.0,1066.0,3.0,-1.8,3.0,U
20,1109840,68.0,-97.0,1028.0,6.7,-7.3,2.7,U
21,1109900,68.0,-97.0,1028.0,9.0,-7.7,0.7,U
22,1109961,111.0,-101.0,1000.0,1.4,1.8,1.1,U
23,1109990,65.0,-102.0,998.0,1.5,0.8,1.5,U
24,1110051,67.0,-101.0,985.0,1.5,-1.2,0.4,U
25,1110111,89.0,-91.0,1013.0,7.3,-4.9,-0.7,U
26,1110139,105.0,-78.0,1020.0,2.7,-3.9,-0.4,U
27,1110200,123.0,-85.0,1009.0,1.0,-4.4,0.5,U
28,1110263,112.0,-74.0,1037.0,-0.6,0.0,1.1,U
29,1110290,98.0,-84.0,1001.0,-6.0,1.2,0.4,U
30,1110350,93.0,-93.0,950.0,-3.0,3.7,0.5,U
31,1110412,88.0,-90.0,978.0,2.6,1.8,0.9,U
32,1110462,100.0,-84.0,984.0,2.5,-0.7,-0.3,U
33,1110499,88.0,-89.0,983.0,9.3,-2.9,2.6,U
34,1110559,100.0,-88.0,1027.0,7.8,-2.3,0.6,U
35,1110590,112.0,-86.0,1013.0,2.2,2.3,0.0,U
36,1110649,120.0,-83.0,1028.0,1.3,1.8,0.6,U
37,1110711,119.0,-71.0,1048.0,0.1,3.2,0.7,U
38,1110740,87.0,-72.0,1031.0,0.9,1.9,1.3,U
39,1110801,72.0,-70.0,1036.0,-0.6,-0.5,1.3,U
40,1110860,78.0,-69.0,998.0,-0.4,-1.7,0.7,U
41,1110890,78.0,-69.0,998.0,2.1,-1.5,-0.4,U
42,1110950,105.0,-59.0,995.0,0.4,0.0,0.0,U
43,1111011,92.0,-64.0,996.0,2.0,-1.2,0.7,U
44,1111040,93.0,-63.0,994.0,0.7,1.5,0.5,U
45,1111100,83.0,-66.0,985.0,2.6,-0.1,0.5,U
46,1111160,92.0,-62.0,988.0,2.8,-0.6,1.1,U
47,1111190,94.0,-62.0,978.0,1.4,2.1,0.7,U
48,1111251,82.0,-65.0,971.0,1.0,0.3,3.6,U
49,1111311,78.0,-71.0,884.0,-2.1,2.0,7.6,U
50,1111340,92.0,-79.0,969.0,-1.1,-5.5,17.3,U
51,1111401,90.0,-93.0,805.0,-14.4,-2.4,19.5,U
52,1111461,115.0,-95.0,892.0,2.0,-1.0,27.0,U
53,1111490,104.0,-113.0,772.0,6.8,-20.9,34.4,U
54,1111551,151.0,-46.0,907.0,39.1,-30.9,33.4,U
55,1111610,197.0,34.0,1163.0,21.7,-30.4,34.3,U
1,1808794,40.0,-1115.0,100.0,31.2,9.2,-10.9,U
2,1808823,107.0,-1128.0,292.0,3.9,13.0,-0.9,U
3,1808852,-25.0,-1128.0,-14.0,-26.1,23.2,9.3,U
4,1808913,55.0,-1130.0,137.0,10.8,5.5,-17.8,U
5,1809003,128.0,-1134.0,304.0,-20.3,7.5,19.1,U
6,1809037,-102.0,-1094.0,-118.0,-15.5,-5.2,33.2,U
7,1809063,51.0,-1078.0,195.0,35.2,-3.7,8.6,U
8,1809123,-30.0,-1021.0,270.0,8.4,-3.8,16.1,U
9,1809153,-39.0,-968.0,79.0,-10.2,8.4,7.3,U
10,1809213,-25.0,-943.0,114.0,-18.9,-4.7,7.4,U
11,1809273,-51.0,-1013.0,117.0,-23.5,-16.3,12.3,U
12,1809303,-130.0,-992.0,119.0,-16.8,-1.3,9.3,U
13,1809363,-123.0,-930.0,-44.0,-57.1,11.5,13.6,U
14,1809423,-193.0,-989.0,-67.0,-17.4,24.6,0.7,U
15,1809453,5.0,-992.0,161.0,-29.1,-3.0,-3.7,U
16,1809513,-74.0,-1000.0,-54.0,-43.1,3.7,0.4,U
17,1809573,-24.0,-981.0,-4.0,-35.2,6.4,0.0,U
18,1809603,-70.0,-973.0,-108.0,-24.9,-1.1,-5.3,U
19,1809663,-24.0,-970.0,-15.0,-33.5,8.6,4.1,U
20,1809723,-82.0,-958.0,-147.0,-23.8,1.8,-2.1,U
21,1809753,-127.0,-1035.0,-36.0,-16.1,1.8,2.4,U
22,1809813,-104.0,-999.0,-151.0,-28.8,11.4,-0.6,U
23,1809873,-74.0,-979.0,-145.0,-23.8,2.6,4.6,U
24,1809903,1.0,-935.0,-164.0,-30.2,9.1,3.0,U
25,1809963,-31.0,-926.0,-174.0,-34.3,11.9,7.1,U
26,1810023,-70.0,-906.0,-226.0,-20.5,6.3,-1.6,U
27,1810052,-60.0,-897.0,-212.0,-12.8,7.6,0.2,U
28,1810119,8.0,-864.0,-251.0,-11.3,6.9,-2.3,U
29,1810173,-58.0,-857.0,-269.0,-14.0,2.3,2.2,U
30,1810203,-43.0,-824.0,-346.0,-5.1,-10.9,-1.8,U
31,1810263,-53.0,-856.0,-255.0,0.0,-13.9,4.6,U
32,1810323,-115.0,-877.0,-303.0,7.0,-10.2,2.2,U
33,1810352,-68.0,-897.0,-264.0,6.2,-10.4,0.6,U
34,1810413,-42.0,-910.0,-244.0,9.4,-11.7,0.9,U
35,1810473,-105.0,-980.0,-214.0,8.8,-4.4,6.9,U
36,1810503,-163.0,-1019.0,-248.0,8.4,-3.7,-0.4,U
37,1810563,-80.0,-998.0,-191.0,4.3,-4.0,-0.2,U
38,1810622,-80.0,-998.0,-191.0,6.3,1.8,-1.3,U
39,1810653,-83.0,-1018.0,-179.0,1.1,3.9,2.7,U
40,1810713,-91.0,-1024.0,-179.0,-1.0,8.7,3.4,U
41,1810773,-84.0,-988.0,-201.0,-3.8,4.6,2.2,U
42,1810803,-97.0,-981.0,-186.0,-3.1,4.4,-0.4,U
43,1810863,-79.0,-956.0,-218.0,0.9,1.1,-4.8,U
44,1810923,-49.0,-941.0,-222.0,-1.1,3.9,0.0,U
45,1810952,-91.0,-963.0,-232.0,-1.1,-1.6,-0.5,U
46,1811014,-42.0,-981.0,-190.0,2.5,6.4,1.4,U
47,1811073,-39.0,-1000.0,-179.0,3.0,0.4,-1.6,U
48,1811102,-58.0,-998.0,-205.0,-7.6,0.6,4.2,U
0,106249,38.0,474.0,862.0,3.9,-1.2,4.2,W
1,106310,11.0,521.0,902.0,1.7,5.4,2.4,W
2,106371,-18.0,479.0,872.0,0.9,6.0,4.8,W
3,106399,-43.0,491.0,884.0,-6.2,5.2,1.4,W
4,106461,-60.0,450.0,858.0,-2.5,2.9,3.7,W
5,106521,-77.0,498.0,890.0,1.6,1.2,1.5,W
6,106549,-55.0,485.0,893.0,-0.9,-0.7,2.1,W
7,106610,-59.0,476.0,882.0,0.0,-1.7,1.7,W
8,106670,-10.0,492.0,899.0,-2.1,-3.7,1.5,W
9,106699,13.0,467.0,878.0,-0.7,-2.0,1.5,W
10,106761,-20.0,486.0,898.0,0.9,0.0,4.4,W
11,106820,-50.0,475.0,892.0,0.9,0.0,4.4,W
12,106853,-49.0,447.0,864.0,-0.9,-0.6,3.0,W
13,106910,-40.0,497.0,900.0,0.0,-0.8,1.2,W
14,106970,-13.0,460.0,881.0,-2.3,-1.9,2.4,W
15,107000,-13.0,462.0,892.0,0.4,-0.5,1.8,W
16,107060,-39.0,474.0,889.0,0.4,-0.5,1.8,W
17,107121,-28.0,485.0,897.0,-0.1,-0.5,2.8,W
18,107149,-18.0,468.0,892.0,-0.2,-0.9,2.9,W
19,107211,-34.0,468.0,896.0,0.6,-0.4,2.7,W
20,107270,-9.0,473.0,886.0,2.0,-0.8,1.9,W
21,107299,-25.0,483.0,906.0,0.1,0.2,2.5,W
22,107361,-27.0,440.0,878.0,0.0,-1.1,3.0,W
23,107420,-23.0,470.0,912.0,1.1,0.6,3.1,W
24,107449,25.0,447.0,853.0,4.2,-3.7,6.5,W
25,107510,-6.0,525.0,891.0,7.0,3.4,6.3,W
26,107571,-55.0,465.0,867.0,1.6,5.7,3.7,W
27,107599,-98.0,449.0,863.0,5.4,2.1,1.2,W
28,107661,-70.0,513.0,915.0,1.4,-4.2,4.6,W
29,107720,-14.0,478.0,879.0,-0.7,-5.0,3.1,W
30,107749,10.0,514.0,895.0,-1.4,-4.2,3.2,W
31,107810,43.0,481.0,885.0,-1.3,-1.2,3.9,W
32,107870,-8.0,483.0,891.0,-1.2,1.3,2.3,W
33,107899,-21.0,459.0,857.0,0.4,-0.2,4.9,W
34,107961,-43.0,516.0,892.0,1.8,0.9,0.1,W
35,108020,-34.0,483.0,878.0,1.8,0.9,0.1,W
36,108049,-24.0,487.0,889.0,0.4,-0.8,-1.4,W
37,108110,-11.0,474.0,875.0,0.3,-1.5,2.3,W
38,108170,-26.0,486.0,883.0,0.7,0.1,-1.3,W
39,108199,-14.0,502.0,881.0,-0.7,-0.2,-0.7,W
40,108260,-34.0,475.0,871.0,-0.7,0.6,-0.4,W
41,108320,-25.0,483.0,888.0,1.4,-1.7,-0.5,W
42,108349,-2.0,490.0,890.0,-0.1,-1.3,0.8,W
43,108410,12.0,484.0,870.0,2.2,-0.3,3.8,W
44,108470,-16.0,509.0,899.0,-0.9,2.0,3.7,W
45,108499,-38.0,453.0,859.0,-0.1,3.4,3.0,W
46,108560,-59.0,525.0,902.0,1.2,1.5,3.0,W
47,108619,-57.0,477.0,876.0,-3.1,-1.2,1.4,W
48,108649,-27.0,453.0,870.0,-0.2,-2.1,1.4,W
49,108711,-24.0,509.0,905.0,1.2,-1.3,1.4,W
50,108770,3.0,454.0,869.0,-0.6,0.0,2.4,W
51,108799,-35.0,485.0,890.0,1.3,0.7,3.9,W
52,108860,-35.0,485.0,888.0,1.3,0.7,3.9,W
53,108920,-31.0,498.0,891.0,1.3,-0.7,0.9,W
54,108949,-26.0,476.0,882.0,-0.9,-2.1,1.5,W
55,109010,-21.0,460.0,874.0,0.2,-2.4,2.8,W
56,109151,-15.0,496.0,892.0,1.1,-1.7,2.1,W
57,109151,-17.0,473.0,875.0,1.1,-1.7,2.1,W
58,109176,-21.0,506.0,897.0,0.5,0.0,1.6,W
59,109279,-30.0,484.0,885.0,0.5,0.0,1.6,W
60,109281,-29.0,449.0,875.0,-1.6,0.0,3.2,W
61,109314,-29.0,495.0,901.0,1.0,-2.3,2.8,W
62,109373,4.0,465.0,880.0,-2.8,-2.8,3.9,W
63,109403,-1.0,502.0,896.0,-1.1,-0.4,3.0,W
64,109460,-30.0,486.0,895.0,-1.1,-0.4,3.0,W
65,109521,-27.0,482.0,903.0,-6.0,-0.9,5.0,W
