sr_no,HostTimestamp,NodeTimestamp,X_mGa,Y_mGa,Z_mGa,X_mg,Y_mg,Z_mg,X_dps,Y (dps),Z_dps,move_type
42,1641155,210253.0,-417.0,-417.0,-28.0,398.0,-109.0,940.0,0.2,-0.3,1.3,L
43,1641215,210260.0,-411.0,-424.0,-10.0,404.0,-124.0,931.0,-0.5,-1.2,1.2,L
44,1641243,210266.0,-421.0,-430.0,-22.0,413.0,-135.0,911.0,-0.8,-0.5,-0.8,L
45,1641305,210272.0,-421.0,-430.0,-22.0,413.0,-135.0,911.0,0.0,-0.9,-2.1,L
46,1641365,210278.0,-421.0,-420.0,-21.0,442.0,-162.0,887.0,-1.7,0.2,-6.4,L
47,1641394,210285.0,-420.0,-421.0,-16.0,460.0,-212.0,868.0,-0.9,-0.8,-10.9,L
48,1641455,210291.0,-424.0,-426.0,-16.0,498.0,-215.0,791.0,-3.9,-1.5,-17.9,L
49,1641546,210297.0,-430.0,-417.0,-25.0,493.0,-202.0,809.0,7.0,8.9,-22.9,L
50,1641568,210303.0,-445.0,-405.0,-25.0,467.0,-166.0,819.0,23.8,16.8,-21.7,L
51,1641605,210310.0,-448.0,-402.0,-22.0,424.0,-143.0,863.0,28.2,19.7,-25.6,L
1,1310411,175590.0,258.0,-214.0,-271.0,186.0,-1026.0,21.0,70.6,104.5,-11.4,L
2,1310472,175596.0,258.0,-214.0,-271.0,415.0,-984.0,134.0,-79.5,10.1,2.2,L
3,1310532,175603.0,256.0,-198.0,-255.0,374.0,-902.0,-10.0,2.1,60.0,-3.2,L
4,1310561,175609.0,256.0,-198.0,-255.0,160.0,-928.0,95.0,-36.1,24.9,15.4,L
5,1310622,175615.0,253.0,-175.0,-246.0,236.0,-786.0,-159.0,-4.4,-5.5,20.2,L
6,1310682,175621.0,255.0,-168.0,-258.0,-107.0,-964.0,308.0,28.2,-24.6,9.1,L
7,1310711,175628.0,252.0,-169.0,-268.0,2.0,-838.0,-33.0,-4.3,-48.1,-1.4,L
8,1310772,175634.0,256.0,-169.0,-286.0,-306.0,-988.0,158.0,25.5,-27.1,18.6,L
9,1310832,175640.0,250.0,-183.0,-295.0,-178.0,-982.0,178.0,5.7,-37.9,-2.1,L
10,1310862,175646.0,244.0,-186.0,-309.0,-456.0,-1085.0,74.0,11.6,-52.0,-10.0,L
11,1310922,175653.0,252.0,-213.0,-333.0,-424.0,-1090.0,197.0,27.7,-52.8,-8.4,L
12,1310982,175659.0,247.0,-216.0,-345.0,-469.0,-1109.0,157.0,5.1,-42.0,-8.8,L
13,1311011,175665.0,250.0,-231.0,-349.0,-295.0,-1057.0,140.0,0.5,-19.3,-2.5,L
14,1311091,175671.0,246.0,-234.0,-358.0,-94.0,-1020.0,258.0,3.3,-12.2,-7.7,L
15,1311131,175678.0,249.0,-229.0,-370.0,-35.0,-975.0,173.0,-1.8,-0.4,6.9,L
16,1311161,175684.0,246.0,-235.0,-369.0,-42.0,-998.0,130.0,-0.6,-2.3,10.7,L
17,1311221,175690.0,249.0,-235.0,-364.0,8.0,-982.0,136.0,1.0,-7.1,1.9,L
18,1311282,175696.0,247.0,-226.0,-355.0,4.0,-992.0,162.0,-5.2,4.5,5.4,L
19,1311311,175703.0,247.0,-231.0,-357.0,6.0,-968.0,123.0,-3.5,-6.0,1.6,L
20,1311371,175709.0,247.0,-231.0,-363.0,-14.0,-985.0,165.0,0.2,-4.3,2.0,L
21,1311432,175715.0,237.0,-226.0,-358.0,-17.0,-1010.0,197.0,0.0,-5.8,1.5,L
22,1311461,175721.0,241.0,-232.0,-364.0,-14.0,-1004.0,214.0,-0.3,-7.8,1.5,L
23,1311522,175728.0,240.0,-234.0,-354.0,-67.0,-981.0,112.0,-7.0,-5.4,6.7,L
24,1311581,175734.0,240.0,-234.0,-354.0,-67.0,-981.0,112.0,4.7,-4.4,1.8,L
25,1311611,175740.0,240.0,-240.0,-370.0,-50.0,-1000.0,161.0,-7.3,-0.8,3.6,L
26,1311673,175746.0,240.0,-240.0,-370.0,1.0,-949.0,93.0,0.4,-2.1,-2.5,L
27,1311732,175753.0,246.0,-243.0,-363.0,13.0,-993.0,186.0,0.5,2.2,4.1,L
28,1311761,175759.0,241.0,-246.0,-360.0,-9.0,-1004.0,178.0,0.7,-1.6,-2.2,L
29,1311821,175765.0,241.0,-246.0,-360.0,0.0,-987.0,160.0,-1.4,-0.8,-0.6,L
30,1311882,175771.0,241.0,-243.0,-366.0,-19.0,-985.0,161.0,2.7,1.6,1.6,L
31,1311911,175778.0,237.0,-241.0,-370.0,-31.0,-979.0,152.0,2.8,0.3,-0.9,L
32,1311971,175784.0,240.0,-225.0,-376.0,-16.0,-960.0,139.0,7.8,4.3,0.9,L
33,1312032,175790.0,243.0,-234.0,-372.0,-29.0,-966.0,195.0,17.1,5.4,2.9,L
34,1312061,175796.0,234.0,-234.0,-384.0,-48.0,-967.0,173.0,23.3,6.3,7.0,L
0,301831,94292.0,-319.0,-454.0,-46.0,200.0,116.0,907.0,-23.3,-4.9,-46.9,R
1,301878,94298.0,-333.0,-447.0,-54.0,142.0,116.0,901.0,-28.1,15.0,-48.0,R
2,301908,94305.0,-346.0,-448.0,-58.0,160.0,71.0,906.0,-22.8,9.3,-27.5,R
3,301968,94311.0,-334.0,-439.0,-63.0,212.0,15.0,980.0,-11.3,8.7,-13.4,R
4,302028,94317.0,-355.0,-436.0,-64.0,122.0,-3.0,925.0,-4.4,15.6,-18.4,R
5,302057,94323.0,-364.0,-441.0,-67.0,121.0,-63.0,901.0,-3.9,14.7,-14.8,R
6,302119,94330.0,-355.0,-430.0,-72.0,120.0,0.0,1007.0,-0.9,6.7,-3.8,R
7,302179,94336.0,-364.0,-430.0,-72.0,45.0,46.0,1106.0,0.7,10.7,-5.6,R
8,302209,94342.0,-357.0,-432.0,-81.0,134.0,-8.0,1097.0,-3.7,1.6,-6.6,R
9,302269,94348.0,-369.0,-432.0,-79.0,124.0,-71.0,995.0,-13.3,7.4,-4.5,R
10,302329,94355.0,-363.0,-423.0,-79.0,85.0,-74.0,977.0,-4.9,5.6,-1.8,R
11,302357,94361.0,-367.0,-430.0,-85.0,77.0,-76.0,987.0,3.5,5.9,-1.3,R
12,302418,94367.0,-370.0,-423.0,-88.0,38.0,-76.0,997.0,-0.6,7.9,-1.6,R
13,302478,94373.0,-373.0,-420.0,-84.0,23.0,-110.0,1002.0,0.9,-0.8,-2.1,R
14,302509,94380.0,-366.0,-424.0,-90.0,110.0,-65.0,1014.0,3.0,-1.4,-0.6,R
15,302568,94386.0,-372.0,-418.0,-85.0,66.0,-145.0,975.0,-6.0,4.6,3.7,R
16,302629,94392.0,-375.0,-423.0,-96.0,57.0,-145.0,981.0,-5.2,2.1,4.9,R
17,302658,94398.0,-366.0,-426.0,-93.0,37.0,-172.0,962.0,2.3,2.1,1.3,R
18,302719,94405.0,-366.0,-424.0,-94.0,77.0,-131.0,994.0,5.7,-1.8,-1.3,R
19,302779,94411.0,-373.0,-421.0,-88.0,57.0,-124.0,1001.0,5.7,0.2,-3.0,R
20,302808,94417.0,-372.0,-420.0,-91.0,57.0,-119.0,1016.0,9.8,-10.8,-3.0,R
21,302869,94423.0,-381.0,-417.0,-85.0,136.0,-49.0,1056.0,10.5,-11.5,-1.1,R
22,302929,94430.0,-381.0,-430.0,-91.0,140.0,-63.0,1028.0,2.4,-1.6,-0.6,R
23,302957,94436.0,-384.0,-420.0,-75.0,140.0,-63.0,1028.0,-3.0,1.7,3.1,R
24,303019,94442.0,-381.0,-426.0,-79.0,68.0,-64.0,1019.0,0.8,-3.5,5.2,R
25,303079,94448.0,-378.0,-423.0,-73.0,103.0,-90.0,972.0,-0.7,0.8,2.3,R
26,303109,94455.0,-373.0,-421.0,-79.0,96.0,-92.0,978.0,0.4,0.4,3.9,R
27,303169,94461.0,-367.0,-423.0,-73.0,97.0,-97.0,992.0,5.0,-3.0,6.1,R
28,303229,94467.0,-372.0,-426.0,-72.0,90.0,-122.0,977.0,12.3,-16.1,9.1,R
29,303257,94473.0,-378.0,-430.0,-63.0,90.0,-122.0,977.0,14.7,-13.9,5.6,R
30,303319,94480.0,-375.0,-432.0,-70.0,69.0,-71.0,1027.0,-2.9,7.0,0.0,R
31,303379,94486.0,-366.0,-430.0,-75.0,126.0,-42.0,1010.0,-0.8,-2.9,2.0,R
32,303409,94492.0,-378.0,-426.0,-79.0,138.0,-54.0,987.0,-1.6,1.3,2.3,R
33,303469,94498.0,-376.0,-429.0,-73.0,147.0,-66.0,987.0,-1.6,1.8,4.4,R
34,303528,94505.0,-378.0,-427.0,-72.0,126.0,-76.0,1002.0,0.2,5.0,5.5,R
35,303558,94511.0,-370.0,-427.0,-70.0,103.0,-73.0,1025.0,-0.9,6.4,6.0,R
36,303619,94517.0,-372.0,-429.0,-78.0,103.0,-73.0,1025.0,-0.9,6.4,6.0,R
37,303679,94523.0,-372.0,-427.0,-82.0,82.0,-102.0,1004.0,-0.8,-0.7,1.3,R
38,303710,94530.0,-366.0,-427.0,-78.0,115.0,-83.0,1005.0,0.0,0.5,0.4,R
39,303769,94536.0,-373.0,-430.0,-79.0,112.0,-83.0,1000.0,0.2,1.0,1.6,R
40,303829,94542.0,-370.0,-430.0,-76.0,86.0,-74.0,1021.0,0.0,1.7,1.7,R
41,303857,94548.0,-361.0,-426.0,-79.0,80.0,-67.0,1025.0,0.8,0.2,2.0,R
42,303920,94555.0,-375.0,-430.0,-79.0,81.0,-61.0,1026.0,-0.9,-0.2,2.2,R
43,303985,94561.0,-381.0,-427.0,-76.0,89.0,-29.0,1028.0,-0.8,-1.6,3.1,R
44,304009,94567.0,-364.0,-426.0,-82.0,89.0,-11.0,1020.0,-0.7,-1.9,5.3,R
45,304069,94573.0,-376.0,-435.0,-84.0,126.0,28.0,1036.0,2.2,-5.6,8.6,R
46,304130,94580.0,-372.0,-432.0,-72.0,153.0,62.0,1053.0,3.6,-7.9,14.3,R
47,304158,94586.0,-357.0,-438.0,-75.0,147.0,101.0,1084.0,2.9,-12.3,21.0,R
48,304220,94592.0,-351.0,-444.0,-72.0,293.0,169.0,1122.0,-12.8,2.5,20.1,R
49,304279,94598.0,-342.0,-433.0,-78.0,148.0,50.0,1073.0,-28.2,21.7,34.8,R
50,304309,94605.0,-334.0,-441.0,-84.0,97.0,6.0,1102.0,-8.6,-3.2,38.5,R
51,304368,94611.0,-306.0,-447.0,-81.0,164.0,-9.0,1043.0,0.7,-23.9,54.2,R
0,524524,77340.0,247.0,-226.0,-322.0,-440.0,-1095.0,96.0,0.0,-9.1,3.8,R
1,524542,77346.0,256.0,-231.0,-330.0,-440.0,-1095.0,96.0,0.0,-9.1,3.8,R
2,524603,77353.0,255.0,-243.0,-334.0,-256.0,-950.0,88.0,-2.6,-42.4,-27.0,R
3,524663,77359.0,252.0,-246.0,-337.0,-55.0,-947.0,182.0,18.9,3.1,-10.6,R
4,524692,77365.0,243.0,-235.0,-330.0,-27.0,-932.0,180.0,-6.0,15.3,34.9,R
5,524753,77371.0,235.0,-208.0,-328.0,-126.0,-957.0,95.0,-11.9,32.9,42.1,R
6,524813,77378.0,243.0,-204.0,-309.0,-155.0,-942.0,99.0,-12.8,7.8,11.9,R
7,524842,77384.0,240.0,-190.0,-306.0,-139.0,-922.0,36.0,-12.8,7.8,11.9,R
8,524903,77390.0,232.0,-178.0,-304.0,-116.0,-959.0,150.0,3.0,27.0,24.6,R
9,524963,77396.0,235.0,-177.0,-297.0,-161.0,-925.0,55.0,-6.3,26.4,-18.1,R
10,524992,77403.0,240.0,-180.0,-289.0,-340.0,-966.0,182.0,11.2,34.9,-21.0,R
11,525052,77409.0,246.0,-192.0,-289.0,-340.0,-966.0,182.0,11.2,34.9,-21.0,R
12,525113,77415.0,237.0,-193.0,-289.0,73.0,-988.0,175.0,-5.5,18.8,-15.0,R
13,525168,77421.0,243.0,-198.0,-289.0,-25.0,-1007.0,157.0,0.9,15.3,-17.0,R
14,525202,77428.0,243.0,-202.0,-283.0,34.0,-961.0,40.0,-15.4,-3.9,12.8,R
15,525262,77434.0,240.0,-202.0,-285.0,134.0,-1014.0,211.0,4.2,-5.7,3.2,R
16,525292,77440.0,249.0,-196.0,-283.0,79.0,-996.0,74.0,-25.8,58.1,12.8,R
17,525352,77446.0,253.0,-184.0,-270.0,139.0,-1049.0,128.0,-5.3,11.2,-2.0,R
18,525443,77453.0,252.0,-199.0,-276.0,241.0,-998.0,3.0,4.9,1.6,-2.1,R
19,525443,77459.0,252.0,-198.0,-280.0,241.0,-998.0,3.0,4.9,1.6,-2.1,R
20,525503,77465.0,244.0,-210.0,-282.0,47.0,-1023.0,87.0,1.8,-8.8,-1.1,R
21,525563,77471.0,247.0,-210.0,-271.0,14.0,-1011.0,146.0,-3.8,13.3,0.7,R
22,525592,77478.0,246.0,-204.0,-277.0,-7.0,-1013.0,104.0,-5.5,-6.8,6.3,R
23,525652,77484.0,243.0,-208.0,-279.0,-31.0,-1019.0,99.0,-7.1,-3.5,1.3,R
24,525720,77490.0,244.0,-207.0,-282.0,-12.0,-1008.0,83.0,-14.8,-3.7,8.1,R
25,525742,77496.0,246.0,-196.0,-271.0,-92.0,-1003.0,155.0,-14.8,-3.7,8.1,R
26,525802,77503.0,247.0,-199.0,-274.0,-105.0,-971.0,82.0,-7.2,-12.1,7.4,R
27,525863,77509.0,243.0,-196.0,-274.0,-121.0,-964.0,60.0,-4.7,-1.1,5.8,R
28,525892,77515.0,241.0,-189.0,-273.0,-137.0,-970.0,72.0,-4.6,3.2,3.9,R
29,525953,77521.0,247.0,-184.0,-277.0,-162.0,-988.0,102.0,-1.4,4.3,2.1,R
30,526013,77528.0,243.0,-187.0,-268.0,-70.0,-992.0,66.0,1.1,-7.0,0.0,R
31,526042,77534.0,243.0,-193.0,-270.0,-92.0,-985.0,34.0,-8.5,1.3,0.2,R
32,526102,77540.0,241.0,-189.0,-277.0,-98.0,-997.0,104.0,-0.1,8.9,0.7,R
0,328983,97686.0,-276.0,-457.0,-78.0,19.0,-59.0,1022.0,-1.8,-19.3,-36.3,R
1,328998,97692.0,-286.0,-454.0,-70.0,80.0,-4.0,1039.0,-2.0,-12.3,-40.6,R
2,329059,97698.0,-301.0,-445.0,-81.0,115.0,11.0,1010.0,-7.6,0.0,-41.2,R
3,329118,97705.0,-309.0,-450.0,-73.0,37.0,-7.0,982.0,-7.1,-2.7,-33.3,R
4,329148,97711.0,-336.0,-450.0,-79.0,57.0,-14.0,943.0,-0.4,-10.6,-31.3,R
5,329209,97717.0,-343.0,-438.0,-70.0,121.0,44.0,968.0,-0.5,-12.0,-23.5,R
6,329299,97723.0,-349.0,-445.0,-76.0,117.0,76.0,1010.0,-0.5,-12.0,-23.5,R
7,329328,97730.0,-355.0,-429.0,-78.0,85.0,-12.0,960.0,-6.7,5.6,-17.7,R
8,329359,97736.0,-351.0,-430.0,-76.0,74.0,17.0,1012.0,-5.3,5.5,-13.5,R
9,329419,97742.0,-354.0,-429.0,-81.0,53.0,7.0,975.0,-6.0,4.7,-11.9,R
10,329448,97748.0,-355.0,-424.0,-82.0,58.0,29.0,1011.0,-5.6,3.9,-8.6,R
11,329510,97755.0,-363.0,-424.0,-82.0,51.0,51.0,1041.0,-5.3,2.5,-6.1,R
12,329569,97761.0,-376.0,-421.0,-90.0,53.0,35.0,1023.0,0.1,-3.6,-2.3,R
13,329599,97767.0,-364.0,-421.0,-81.0,95.0,15.0,1023.0,1.1,-10.5,3.0,R
14,329658,97773.0,-367.0,-430.0,-79.0,92.0,0.0,1025.0,-0.9,-7.1,5.6,R
15,329719,97780.0,-363.0,-433.0,-75.0,109.0,-52.0,1002.0,-0.2,-10.6,6.0,R
16,329748,97786.0,-360.0,-441.0,-73.0,109.0,-52.0,1002.0,0.3,-5.3,6.3,R
17,329809,97792.0,-363.0,-426.0,-79.0,70.0,-81.0,990.0,-2.9,1.6,3.2,R
18,329869,97798.0,-360.0,-436.0,-81.0,76.0,-74.0,999.0,-2.8,-2.0,2.8,R
19,329898,97805.0,-358.0,-432.0,-78.0,101.0,-66.0,995.0,-0.6,-3.4,0.8,R
20,329959,97811.0,-367.0,-436.0,-84.0,99.0,-59.0,997.0,0.1,-1.9,1.4,R
21,330018,97817.0,-354.0,-439.0,-76.0,99.0,-59.0,997.0,0.7,-2.0,-0.1,R
22,330049,97823.0,-360.0,-436.0,-69.0,112.0,-62.0,1011.0,1.0,-0.7,0.3,R
23,330139,97830.0,-358.0,-448.0,-78.0,104.0,-55.0,1003.0,0.7,-1.4,0.2,R
24,330168,97836.0,-361.0,-439.0,-76.0,108.0,-37.0,1022.0,-0.4,0.0,1.2,R
25,330198,97842.0,-367.0,-433.0,-67.0,109.0,-47.0,1003.0,-0.9,0.6,1.0,R
26,330260,97848.0,-358.0,-439.0,-84.0,122.0,-55.0,997.0,-1.2,0.4,0.9,R
27,330319,97855.0,-361.0,-432.0,-75.0,112.0,-52.0,1003.0,-0.8,2.7,0.1,R
28,330348,97861.0,-367.0,-433.0,-81.0,114.0,-56.0,999.0,1.1,0.9,0.2,R
29,330409,97867.0,-369.0,-438.0,-70.0,105.0,-37.0,1027.0,1.1,-0.7,2.1,R
30,330499,97873.0,-364.0,-429.0,-67.0,97.0,-37.0,1025.0,-0.7,0.0,3.0,R
31,330506,97880.0,-370.0,-433.0,-73.0,101.0,-61.0,1003.0,-2.9,0.9,2.3,R
32,330558,97886.0,-352.0,-430.0,-69.0,93.0,-68.0,1004.0,-2.8,-0.6,3.6,R
33,330618,97892.0,-349.0,-432.0,-79.0,94.0,-90.0,986.0,-3.8,-1.1,2.1,R
34,330648,97898.0,-363.0,-429.0,-78.0,122.0,-68.0,1005.0,-1.4,-2.7,2.6,R
35,330709,97905.0,-361.0,-441.0,-76.0,125.0,-76.0,1002.0,-2.3,-1.9,3.3,R
36,330769,97911.0,-361.0,-429.0,-78.0,124.0,-76.0,992.0,-2.6,3.0,1.6,R
37,330798,97917.0,-355.0,-442.0,-72.0,101.0,-105.0,974.0,-1.9,2.3,1.0,R
38,330859,97923.0,-360.0,-438.0,-79.0,115.0,-75.0,1015.0,-1.9,2.3,1.0,R
39,330918,97930.0,-360.0,-433.0,-78.0,115.0,-79.0,1003.0,1.8,0.8,1.6,R
40,330948,97936.0,-366.0,-432.0,-81.0,118.0,-49.0,1027.0,0.9,2.3,3.2,R
41,331009,97942.0,-357.0,-432.0,-79.0,79.0,-65.0,1022.0,0.2,1.9,2.5,R
42,331069,97948.0,-358.0,-433.0,-76.0,79.0,-65.0,1022.0,0.4,0.2,1.4,R
43,331098,97955.0,-357.0,-433.0,-84.0,115.0,-67.0,1010.0,0.0,-2.3,1.4,R
44,331159,97961.0,-361.0,-430.0,-81.0,109.0,-59.0,1013.0,-1.9,0.7,2.3,R
45,331219,97967.0,-358.0,-436.0,-79.0,95.0,-84.0,986.0,-1.0,1.5,2.3,R
46,331248,97973.0,-354.0,-433.0,-82.0,95.0,-72.0,1000.0,-0.4,-0.1,3.1,R
47,331309,97980.0,-351.0,-429.0,-81.0,71.0,-71.0,1025.0,-0.4,0.7,3.3,R
48,331369,97986.0,-358.0,-430.0,-75.0,86.0,-63.0,1021.0,0.6,-3.9,2.6,R
49,331397,97992.0,-354.0,-433.0,-81.0,86.0,-63.0,1021.0,-0.9,-4.4,3.4,R
50,331557,97998.0,-355.0,-433.0,-78.0,98.0,-69.0,1018.0,-0.2,-4.3,3.7,R
51,331558,98005.0,-357.0,-435.0,-78.0,115.0,-76.0,1007.0,-1.0,-0.4,3.3,R
52,331559,98011.0,-355.0,-427.0,-73.0,126.0,-75.0,998.0,-0.2,-3.2,5.3,R
53,331668,98017.0,-355.0,-433.0,-70.0,140.0,-8.0,1054.0,-0.2,-3.4,7.4,R
54,331690,98023.0,-345.0,-435.0,-79.0,133.0,6.0,1056.0,-0.2,-3.4,7.4,R
55,331701,98030.0,-348.0,-439.0,-69.0,133.0,6.0,1056.0,-0.9,-9.8,17.0,R
1,556013,81278.0,258.0,-243.0,-345.0,-118.0,-1028.0,160.0,8.6,9.6,-1.5,R
2,556042,81284.0,250.0,-240.0,-348.0,-68.0,-1019.0,159.0,1.5,12.8,-0.4,R
3,556103,81290.0,258.0,-237.0,-345.0,-65.0,-999.0,167.0,-11.6,3.3,-2.3,R
4,556162,81296.0,255.0,-244.0,-339.0,-8.0,-985.0,123.0,-0.9,5.8,0.0,R
5,556192,81303.0,250.0,-229.0,-334.0,0.0,-977.0,141.0,-1.2,3.7,0.1,R
6,556252,81309.0,256.0,-226.0,-336.0,-29.0,-995.0,157.0,-2.5,-3.2,-3.0,R
7,556312,81315.0,253.0,-231.0,-334.0,-46.0,-1001.0,119.0,-13.1,8.4,-0.4,R
8,556342,81321.0,259.0,-235.0,-321.0,12.0,-970.0,115.0,-9.3,-1.5,-5.1,R
9,556403,81328.0,244.0,-231.0,-334.0,-36.0,-983.0,111.0,-2.3,-1.1,1.5,R
10,556462,81334.0,244.0,-231.0,-334.0,-83.0,-989.0,98.0,-7.2,5.1,6.9,R
11,556492,81340.0,256.0,-222.0,-321.0,-8.0,-977.0,101.0,-0.7,4.1,3.2,R
12,556552,81346.0,256.0,-231.0,-330.0,-60.0,-988.0,108.0,-6.3,6.8,1.4,R
13,556612,81353.0,253.0,-226.0,-316.0,-37.0,-971.0,96.0,-3.9,5.7,-0.6,R
14,556642,81359.0,253.0,-228.0,-306.0,-45.0,-966.0,75.0,-1.2,4.4,0.2,R
15,556702,81365.0,259.0,-216.0,-306.0,-78.0,-993.0,121.0,-4.9,8.2,6.8,R
16,556762,81371.0,253.0,-225.0,-318.0,-19.0,-996.0,120.0,0.7,-3.2,0.4,R
17,556792,81378.0,259.0,-223.0,-310.0,-62.0,-1001.0,77.0,-7.1,-3.0,1.6,R
18,556852,81384.0,249.0,-225.0,-307.0,7.0,-980.0,78.0,0.9,-11.2,-7.0,R
19,556912,81390.0,259.0,-229.0,-319.0,-13.0,-991.0,105.0,2.7,-7.3,1.9,R
20,556942,81396.0,244.0,-214.0,-315.0,-108.0,-1005.0,154.0,-7.2,1.8,8.1,R
21,557002,81403.0,244.0,-214.0,-315.0,-101.0,-995.0,98.0,-5.9,5.8,7.7,R
22,557062,81409.0,250.0,-228.0,-303.0,-68.0,-987.0,134.0,-16.1,-5.0,-4.6,R
23,557092,81415.0,246.0,-226.0,-295.0,-97.0,-1000.0,119.0,-22.9,6.0,2.8,R
24,557152,81421.0,255.0,-223.0,-291.0,-30.0,-1002.0,142.0,-24.5,14.2,0.2,R
25,557213,81428.0,256.0,-216.0,-285.0,-7.0,-984.0,53.0,-25.9,17.9,0.9,R
26,557242,81434.0,262.0,-210.0,-277.0,-16.0,-1000.0,59.0,-10.2,13.7,-5.9,R
27,557302,81440.0,277.0,-213.0,-271.0,-26.0,-989.0,12.0,-14.0,15.8,3.7,R
28,557362,81446.0,273.0,-202.0,-264.0,-43.0,-1009.0,21.0,-5.0,16.0,6.9,R
29,557392,81453.0,267.0,-205.0,-262.0,-54.0,-1019.0,72.0,-3.2,10.5,6.6,R
30,557452,81459.0,264.0,-204.0,-259.0,-15.0,-983.0,0.0,-9.3,5.6,2.4,R
31,557512,81465.0,262.0,-196.0,-259.0,-54.0,-1013.0,47.0,6.1,6.8,15.1,R
32,557542,81471.0,270.0,-202.0,-267.0,-122.0,-988.0,-18.0,-0.2,-4.0,8.7,R
33,557602,81478.0,261.0,-198.0,-261.0,-54.0,-1014.0,138.0,-7.0,-0.2,16.1,R
34,557663,81484.0,259.0,-190.0,-246.0,-97.0,-1006.0,80.0,-7.7,-12.5,-5.8,R
35,557692,81490.0,265.0,-201.0,-256.0,-128.0,-991.0,-135.0,-29.8,-20.2,-8.8,R
36,557752,81496.0,267.0,-210.0,-258.0,47.0,-975.0,-78.0,-5.1,-3.9,-17.5,R
37,557812,81503.0,264.0,-214.0,-249.0,-57.0,-1010.0,22.0,5.5,-24.2,-9.3,R
38,557842,81509.0,276.0,-220.0,-250.0,-18.0,-1003.0,-4.0,-5.2,6.0,-9.3,R
39,557903,81515.0,276.0,-211.0,-256.0,-30.0,-993.0,5.0,4.3,-5.3,-9.3,R
40,557962,81521.0,261.0,-219.0,-250.0,-52.0,-999.0,-6.0,6.5,11.0,-2.7,R
41,557992,81528.0,271.0,-228.0,-259.0,-80.0,-983.0,3.0,1.4,5.8,-7.9,R
42,558052,81534.0,273.0,-229.0,-267.0,-7.0,-989.0,-6.0,5.8,5.9,-2.6,R
43,558112,81540.0,270.0,-226.0,-252.0,-24.0,-979.0,15.0,4.4,-2.1,-8.3,R
44,558142,81546.0,277.0,-234.0,-261.0,72.0,-996.0,65.0,7.9,3.8,-5.7,R
45,558202,81553.0,268.0,-231.0,-262.0,3.0,-994.0,39.0,-0.8,4.7,-2.8,R
46,558262,81559.0,271.0,-231.0,-259.0,2.0,-998.0,0.0,7.7,11.2,1.2,R
47,558292,81565.0,270.0,-237.0,-267.0,-2.0,-1021.0,62.0,10.7,3.7,1.6,R
48,558352,81571.0,268.0,-226.0,-270.0,-82.0,-1012.0,43.0,4.8,12.6,12.7,R
49,558412,81578.0,259.0,-229.0,-277.0,65.0,-1013.0,67.0,4.7,-5.5,-5.1,R
50,558442,81584.0,264.0,-220.0,-276.0,46.0,-1028.0,89.0,-3.9,-13.1,17.1,R
51,558502,81590.0,262.0,-234.0,-274.0,131.0,-991.0,22.0,-6.8,-11.2,1.0,R
52,558561,81596.0,264.0,-225.0,-273.0,8.0,-1012.0,86.0,-3.0,-10.8,9.6,R
53,558592,81603.0,262.0,-222.0,-261.0,-42.0,-1009.0,64.0,-1.2,-5.8,10.8,R
54,558652,81609.0,258.0,-225.0,-270.0,-19.0,-1011.0,76.0,-1.8,-6.5,1.1,R
55,558712,81615.0,265.0,-228.0,-268.0,-51.0,-1003.0,55.0,-4.4,-3.9,4.1,R
56,558742,81621.0,256.0,-225.0,-268.0,-14.0,-1000.0,26.0,-2.1,-3.7,-1.4,R
57,558802,81628.0,259.0,-229.0,-268.0,-32.0,-1010.0,58.0,0.7,-1.2,3.1,R
58,558862,81634.0,261.0,-229.0,-283.0,-76.0,-1013.0,58.0,0.5,0.1,3.5,R
59,558893,81640.0,261.0,-225.0,-276.0,-56.0,-1000.0,42.0,-3.4,-3.8,-1.1,R
60,558953,81646.0,256.0,-222.0,-273.0,-75.0,-1001.0,87.0,3.2,1.0,2.9,R
61,559012,81653.0,261.0,-228.0,-274.0,-24.0,-985.0,58.0,0.0,1.1,1.1,R
62,559042,81659.0,264.0,-217.0,-273.0,-45.0,-980.0,56.0,1.3,-0.7,3.9,R
63,559102,81665.0,256.0,-225.0,-280.0,-77.0,-1002.0,95.0,0.2,-0.2,1.3,R
64,559163,81671.0,255.0,-214.0,-277.0,-71.0,-998.0,80.0,-1.2,-3.6,1.2,R
65,559192,81678.0,253.0,-216.0,-280.0,-89.0,-993.0,61.0,-0.6,-0.2,0.9,R
66,559252,81684.0,255.0,-225.0,-277.0,-60.0,-1002.0,70.0,-1.2,-1.3,-0.7,R
67,559312,81690.0,258.0,-220.0,-271.0,-59.0,-992.0,72.0,3.2,-1.1,0.0,R
68,559342,81696.0,249.0,-220.0,-285.0,-67.0,-1000.0,85.0,-0.3,-3.2,1.9,R
69,559402,81703.0,261.0,-219.0,-280.0,-79.0,-1000.0,69.0,1.0,-2.5,-0.5,R
70,559462,81709.0,256.0,-220.0,-285.0,-67.0,-997.0,60.0,-2.3,-2.1,0.9,R
71,559492,81715.0,256.0,-220.0,-285.0,-61.0,-989.0,92.0,0.2,-1.6,2.3,R
72,559552,81721.0,252.0,-222.0,-279.0,-40.0,-993.0,57.0,1.8,-1.4,2.8,R
73,559612,81728.0,255.0,-219.0,-289.0,-24.0,-1010.0,65.0,-3.5,-3.0,-0.1,R
